sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
ausleihbuecher12,,,,3V2,,"Theatrum architecturae civiles [Band 2]",,,,,,,,,,Güstrow#getty7004797,,Spierling,1684,,,,,Druck,ger,GBV,151410607,HAB,"A: 4.4 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher13,,,,3V1,,"Theatrum architecturae civiles [Band 1]",,,,,,,,,,Güstrow#getty7004797,,Spierling,1684,,,,,Druck,ger,GBV,151410593,HAB,"A: 4.4 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher14,,,,0,,"Parallele De L'Architecture Antique Et De La Moderne",,,,,,,,,,Paris#getty7008038,,Martin,1650,"[6] Bl., 109 S., [1] Bl.",,Architektur,,Druck,fre,GBV,150738986,HAB,"A: 10.4.2 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher15,,,,0,,"Nizolius Sive Thesaurus Ciceronianus Caelii Secundi Curionis labore iam olim
            auctus, Marcelli subinde Squarcialupi studio mactus digestúsque",,,,,,,,,,Basel#getty7007269,,"Johannes Herwagen der Jüngere Erben",1583,"[10] Bl., 1538 [i.e. 1536] Sp., [4] Bl.",,,,Druck,lat,GBV,150160178,HAB,"A: 12 Gram. 2°",,,,,,,,1,,,,,,
ausleihbuecher16,,,,9V1,,"Omnia Opera Des. Erasmi Roterodami, Quaecunque Ipse Autor Pro Suis Agnovit,
            ... [Band 1]",,,,,,,,,,Basel#getty7007269,,Froben;Episcopius,1540,"[24] Bl., 1034 S., [1] Bl.",,,,Druck,lat,GBV,150853734,HAB,"A: 57 Quod. 2°",,,,,,,,1,,,,,,
ausleihbuecher17,,,,0,,"Lexicon trilingue, ...",,,,,,,,,,Straßburg#getty7012346,,Rihel,1587,"813 Bl.",,,,Druck,lat,GBV,150839340,HAB,"A: 4 Gram. 2°",,,,,,,,1,,,,,,
ausleihbuecher18,,,,0,,"Des. Erasmi Roterodami Adagiorum Chiliades Quatuor Cum
            Sesquicenturia,...",,,,,,,,,,Basel#getty7007269,,"Episcopius;Nicolaus Episcopius der Jüngere Erben",1574,"[58] Bl., 852 S., 96 Sp., S. 97-647, [1] S., [44] Bl.",,,Sprichwortsammlung,Druck,lat,GBV,567996484,HAB,"A: 5 Eth. 2°",,,,,,,,1,,,,,,
ausleihbuecher19,,,,0,,"Peribologia oder Bericht Wilhelmi Dilichii Hist: Von Vestungs gebewen",,,,,,,,,,"Frankfurt am Main#getty7005293",,Humm,1640,"163 S., [260] Bl., [86] gef. Bl.",,Architektur,,Druck,ger,GBV,151410259,HAB,"A: 12.1 Bell. 2°",,,,,,,,1,,,,,,
ausleihbuecher20,,,,0,,"La Maniere Universelle De Mr Desargues, pour poser LEssieu et placer les heures et
            au[tr]es choses, aux Cadrans Au Soleil",,,,,,,,,,Paris#getty7008038,,,1643,"[3] Bl., 28, 68 S., [34] Bl.",,Geometrie,Handbuch,Druck,fre,GBV,476269911,HAB,"A: 28.13 Geom.",,,,,,,,1,,,,,,
ausleihbuecher21,,,,0,,"Sentimens sur la distinction des diverses manières de peinture, dessein et
            graveure et des originaux d'avec leurs copies ...",,,,,,,,,,Paris#getty7008038,,Bosse,1649,"113 S.",,,,Druck,fre,GBV,151062528,HAB,"A: 40.5 Geom.",,,,,,,,1,,,,,,
ausleihbuecher22,,,,0,,"Magnum speculum exemplorum ex plusquam septuaginta auctoribus .̤ variisque
            historiis, tractatibus et libellis olim excerptum, nunc iterato editum. A D. Henrico
            Gran, Germano circa annum Domini 1480. deinde vero ab innumeris mendis vindicatum ...
            per quendam Patrem è Societate Jesu",,,,,,,,,,Venedig#getty7018159,,Valentinus,1618,"797 S.",,,,Druck,lat,GBV,350277850,HAB,"A: 70.29 Hist. (1)",,,,,,,,1,,,,,,
ausleihbuecher23,,,,0,,"Dictionaire Mathematique, Ou Idée Generale Des Mathematiques: Dans Lequel Sont
            Contenus Les Termes de cette science, outre plusieurs termes des Arts & des autres
            sciences, avec des raisonnemens qui conduisent peu à peu l'esprit à une connoissance
            universelle des Mathematiques",,,,,,,,,,Amsterdam#getty7006952,,Huguetan,1691,"[8] Bl., 739 S., [23] Bl., [1] gef. Bl.",,Mathematik,Lexikon,Druck,fre,GBV,151652406,HAB,"A: 7.2 Geom.",,,,,,,,1,,,,,,
ausleihbuecher24,,,,0,,"Livre de pourtraiture ..., contenant par une facile instruction, plusieurs plans
            et figures de toutes les parties separées du corps human ...",,,,,,,,,,Paris#getty7008038,,LeClerc,1612,"39 Bl.",,,,Druck,fre,GBV,151552983,HAB,"A: 25.3.1 Geom.",,,,,,,,1,,,,,,
ausleihbuecher25,,,,0,,"Regola delli cinque ordini d'architettura",,,,,,,,,,Siena#getty7011179,,Oppi,1635,"XXXXV Bl.",,,,Druck,ita,GBV,15090424X,HAB,"A: 1.1.3 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher26,,,,0,,"Di Lucio Vitruuio Pollione de Architectura Libri Dece : traducti de latino in
            Vulgare affigurati: Com[m]entati: & con mirando ordine Insigniti ...",,,,,,,,,,Como#getty7005851,,"Da Ponte",1521,"[8], CLXXXIII, [1] Bl.",,Architektur,,Druck,ita,GBV,151812756,HAB,"A: 1.1.2 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher27,,,,0,,"Andreae Alberti Zwey Bücher. Das erste Von der Ohne und durch die Arithmetica
            gefundenen Perspectiva. Das andere Von dem dartzu gehörigen Schatten",,,,,,,,,,Nürnberg#getty7004334,,Albrecht;Halbmaier,1623,"[3] Bl., 75 S., [2] Bl., S. 77 - 99, [9] gef. Bl., 6 Bl.",,Geometrie;Optik,,Druck,ger,GBV,535800479,HAB,"A: 29 Geom. 2° (1)",,,,,,,,1,,,,,,
ausleihbuecher28,,,,3V1,,"Le Grand Dictionaire Historique, Ou Le Mélange Curieux De L'Histoire Sacrée Et
            Profane [Band 1]",,,,,,,,,,Lyon#getty7008772,,Girin;Rivière,1681,"[7] Bl., 1359 S.",,,Wörterbuch,Druck,fre,GBV,222793465,HAB,"A: 29.7 Hist. 2°",,,,,,,,1,,,,,,
ausleihbuecher29,,,,0,,"Florilegii Magni Seu Polyantheae",,,,,,,,,,Straßburg#getty7012346,,Zetzner,1624,,,,,Druck,lat,GBV,143045830,HAB,"A: 18 Quod. 2°",,,,,,,,1,,,,,,
ausleihbuecher30,,,,0,,"La Pratique du trait à preuves de Desargues, pour la coupe des pierres en
            l'architecture",,,,,,,,,,Paris#getty7008038,,Des-Hayes,1643,,,,,Druck,fre,GBV,15091783X,HAB,"A: 28.11 Geom.",,,,,,,,1,,,,,,
ausleihbuecher31,,,,2V1,,"Gronden en afbeeldsels der voornaamste gebouwen [Band 1]",,,,,,,,,,Amsterdam#getty7006952,,Danckerts,1680,,,,,Druck,dut,GBV,151827206,HAB,"A: E.4 Geom.2°",,,,,,,,1,,,,,,
ausleihbuecher32,,,,0,,"Afbeelding van't stadt huys van Amsterdam",,,,,,,,,,Amsterdam#getty7006952,,Danckerts,1661,"11 S.",,,,Druck,dut,GBV,151567301,HAB,"A: E 2 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher33,,,,0,,"Opus mathematicum octo libros ...",,,,,,,,,,Köln#getty7004446,,Baum,1583,"[6] Bl., 624 S., [3] Bl.",,,,Druck,lat,GBV,568154711,HAB,"A: 122 Quod. 2° (2)",,,,,,,,1,,,,,,
ausleihbuecher34,,,,0,,"Antiquitatum Romanarum Pauli Manutii Liber De Legibus : Index rerum
            memorabilium",,,,,,,,,,Venedig#getty7018159,,Manuzio,1557,"[4], LXXX, [2] Bl.",,,,Druck,lat,GBV,135083680,HAB,"A: 117 Quod. 2° (1)",,,,,,,,1,,,,,,
ausleihbuecher35,,,,0,,"Introductiones apotelesmaticae elegantes, in chyromentiam, physiognomiam,
            astrologiam naturalem ...",,,,,,,,,,"Frankfurt am Main#getty7005293",,Jacob,1551,"144 Bl.",,,,Druck,lat,GBV,151373191,HAB,"A: 132 Phys.",,,,,,,,1,,,,,,
ausleihbuecher36,,,,0,,"Chiromantia ; 1 Physiognomia, ex aspectu membrorum Hominis. 2 Periaxiomata, de
            Faciebus Signorum. 3 Canones Astrologici, de iudiciis Aegritudinum. 4 Astrologia
            Naturalis. 5 Complexionum noticia, iuxta dominium Planetarum",,,,,,,,,,Straßburg#getty7012346,,Schott,1534,"126 S.",,,,Druck,lat,GBV,151373175,HAB,"A: 117 Quod. 2° (3)",,,,,,,,1,,,,,,
ausleihbuecher37,,,,0,,"De humana physiognomonia Joannis Baptistae Portae libri IIII., qui ab extimis
            signis eorum naturas mores et consilia ... demonstrant: ... cum duplici ...
            indice",,,,,,,,,,Hannover#getty7013260,,Fischer,1593,"[14], 534, [53] S.",,,,Druck,lat,GBV,14320615X,HAB,"A: 58 Phys.",,,,,,,,1,,,,,,
ausleihbuecher38,,,,0,,"Tutte l'opere d'architettura, et prospetiva ... Diviso in sette libri
            ...",,,,,,,,,,Venedig#getty7018159,,Franceschi,1619,"[24] Bl., 219, 27 Bl., [1] Bl., 243 S.",,,,,ita,GBV,150193262,HAB,"A: 5.1 Geom.",,,,,,,,1,,,,,,
ausleihbuecher39,,,,0,,"Speculum Romanae Magnificentiae",,,,,,,,,,Rom#getty7000874,,Lafréry,1575,"[ca. 150] Bl.",,Topographie;Architektur;Archäologie,,Druck,lat,GBV,150249519,HAB,"A: D 4 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher40,,,,0,,"I Vestigi Dell'Antichità Di Roma : Raccolti Et Ritratti In Perspettiva Con Ogni
            Diligentia",,,,,,,,,,Rom#getty7000874,,Scaihi,1621,"40 Bl.",,,,Druck,ita,GBV,150725884,HAB,"A: 3.1 Geom. 2° (1)",,,,,,,,1,,,,,,
ausleihbuecher41,,,,0,,"Della Misura Dell' Acque Correnti",,,,,,,,,,Bologna#getty7004847,,"Evangelista Dozza Erben",1660,"[10] Bl., 184 S.",,,,Druck,ita,GBV,15058606X,HAB,"A: 36.6 Phys. (2)",,,,,,,,1,,,,,,
ausleihbuecher42,,,,3V1,,"Hieronymi Pradi Et Ioannis Baptistae Villalpandi E Societate Iesu In Ezechielem
            Explanationes Et Apparatus Urbis, ac Templi Hierosolymitani : Commentariis Et Imaginibus
            Illustratus ; Opus Tribus Tomis Distinctum ... [Band 1]",,,,,,,,,,Rom#getty7000874,,Zannetti;Vullietti;Ciaccone,1596,"XV S., [2] Bl., 360 [i.e. 358], [2] Bl., 104 Sf",,,,Druck,lat,GBV,183441524,HAB,"A: 17 Theol. 2° (1)",,,,,,,,1,,,,,,
ausleihbuecher43,,,,4V1,,"Magia Universalis Natur Et Artis [Band 1]",,,,,,,,,,"Frankfurt am Main#getty7005293",Würzburg#getty7004335,Schönwetter;Pigrin,1657,"[22] Bl., 538 S., [7], [25] Bl.",,Optik;Akustik;Mathematik;Mechanik;Physik;Chemie,Ordensliteratur:Jesuiten,Druck,lat,GBV,144471639,HAB,"A: 115.7 Quod. (1)",,,,,,,,1,,,,,,
ausleihbuecher44,,,,3V1,,"Lexicon Universale Historico-Geographico-Chronologico-Poetico-Philologicum :
            Continens Historiam Omnis Aevi, Geographiam omnium Locorum, Genealogiam principum
            Familiarum, addita ubique Chronologia tum veteri tum recentiore, Mythologiam insuper
            omnium Fabularum, Discussionem Philologicam illustrium circa haec occurrentium
            Difficultatum ... [Band 1]",,,,,,,,,,Basel#getty7007269,Genf#getty7007279,Widerhold;Bertsche;Genath,1677,"[9] Bl., 1064 S.",,,Lexikon,Druck,lat,GBV,091827795,HAB,"A: 11.2 Gram. 2°",,,,,,,,1,,,,,,
ausleihbuecher45,,,,0,,"Topographia und Eigentliche Beschreibung Der Vornembsten Stäte, Schlösser auch
            anderer Plätze und Örter in denen Hertzogthümer Braunschweig und Lüneburg, und denen
            dazu gehörende Grafschafften Herrschafften und Landen",,,,,,,,,,"Frankfurt am Main#getty7005293",,Merian,1654,"[3] Bl., S. 3 - 220, [4] Bl., [95] gef. Bl., [42] Bl.",,Topographie,,Druck,ger,GBV,53611627X,HAB,"A: 156.3 Hist. 2°",,,,,,,,1,,,,,,
ausleihbuecher46,,,,2V1-2,,"Le ... vol. des plus excellents Bastiments de France. Auquel sont désignez les
            plans de 15 bastiments, & de leur contenu: ensemble les eleuations &
            singularitez d'un chacun [Band 1-2]",,,,,,,,,,Paris#getty7008038,,Selbstverl.,1607,,,,,Druck,fre,GBV,15170242X,HAB,"A: 1 Geom. 2° (1-2)",,,,,,,,1,,,,,,
ausleihbuecher47,,,,0,,"De verborum Vitruvianorum significatione sive perpetuus in M. Vitruvium Pollionem
            commentarius : acc. vita Vitruvii, eodem auctore",,,,,,,,,,Augsburg#getty7004324,,Praetorius,1612,"207 S.",,,,Druck,lat,GBV,149985541,HAB,"A: 109 Quod. (2)",,,,,,,,1,,,,,,
ausleihbuecher48,,,,0,,"Architectura Universalis. Das ist: Von Kriegs: Statt- und Wasser Gebäwen
            ...",,,,,,,,,,Ulm#getty7005187,,Meder,1635,"[1] gef. Bl., [14] Bl., 159 S., 60 gef. Bl.",,Architektur,,Druck,ger,GBV,092279813,HAB,"A: 11.1 Geom. 2° (1)",,,,,,,,1,,,,,,
ausleihbuecher49,,,,0,,"Sebastiani Serlii Boniensis Architecturae Liber Septimus",,,,,,,,,,"Frankfurt am Main#getty7005293",,Wechel,1575,"[6] Bl., 243 S.",,,,Druck,lat;ita,GBV,150193424,HAB,"A: 9 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher50,,,,0,,"M. Vitruvii Pollionis De Architectura Libri Decem.",,,,,,,,,,Amsterdam#getty7006952,,Elzevier,1649,"[4] Bl., 30 S., [1] Bl., 272 S., [14] Bl., 164 S., 69, [1] S., [1] Bl.",,,,Druck,lat,GBV,148618154,HAB,"A: 130.4 Quod. 2° (1)",,,,,,,,1,,,,,,
ausleihbuecher51,,,,4V1,,"Petri Della Valle, ... , Reiß-Beschreibung in unterschiedliche Theile der Welt,
            Nemlich Jn Tuerckey, Egypten, Palestina, Persien, Ost-Indien und andere weit entlegene
            Landschafften, Samt einer außfuehrlichen Erzehlung aller Denck- und Merckwuerdigster
            Sachen, ... [Band 1]",,,,,,,,,,Genf#getty7007279,,Widerhold,1674,"[14] Bl., 218 S, [6] Bl.",,Topographie,Reisebericht,Druck,ger,GBV,038486903,HAB,"98.3 Hist. 2°",,,,,,,,1,,,,,,
ausleihbuecher52,,,,0,,"Trattato delle Piante et Immagini de Sacri Edifizi di Terra Santa Disegnate in
            Jerusalemme secondo le regole della Prospettiva",,,,,,,,,,Florenz#getty7000457,,Cecconcelli,1620,"[5] Bl., S. 1-6, Bl. 7-10, S. 11-13, Bl. 14-22, Doppelbl. 23-24, Bl. 25-29,
            Doppelbl. 30, Bl., 31-32, S. 33-34, Doppelbl. 35, Bl. 36-37, Doppelbl. 38-39, Bl. 40-42,
            Doppelbl. 43-45, Bl. 46-47, Doppelbl. 48-50, Bl. 51-52, Doppelbl. 53-55, Bl. 56-57, S.
            58-59, Bl. 60-61, Doppelbl. 62, S. 63-65",,Architektur,Ordensliteratur:Minoriten,Druck,ita,GBV,143649019,HAB,"A: 36.12.2 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher53,,,,0,,"Il devotissimo viaggio di Gierusalemme",,,,,,,,,,Rom#getty7000874,,Basa,1595,"351 S., [7] Bl., [2] gef. Bl.",,Topographie,Reisebericht;Reiseführer,Druck,ita,GBV,135189519,HAB,"A: 383.12 Hist.",,,,,,,,1,,,,,,
ausleihbuecher54,,,,0,,"Annotationes in Pedacij Dioscoridis Anazarbei De medica materia libros 5.
            ...",,,,,,,,,,Straßburg#getty7012346,,Rihel,1561,"301 gez. Bl.",,,,Druck,lat,GBV,150545207,HAB,"A: 16.7 Phys. 2°",,,,,,,,1,,,,,,
ausleihbuecher55,,,,3V1-3,,"Der furnembsten, notwendigsten, der gantzen Architectur angehörigen mathematischen
            und mechanischen künst eygentlicher Bericht [Band 1-3]",,,,,,,,,,Nürnberg#getty7004334,,Petrejus,1547,,,,,Druck,ger,GBV,151673004,HAB,"A: 30.4 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher56,,,,0,,"Reigle Generalle D'Architectvre Des Cinq Manieres De colonnes, à sçauoir, Tuscane,
            Dorique, Ionique, Corinthe & Composite, à l'exemple de l'antique suiuant les reigles
            & doctrine de Vitruue",,,,,,,,,,Paris#getty7008038,,Sittart,1619,"[1] Bl., 59 [i.e. 57] S",,,,Druck,fre,GBV,151564167,HAB,"A: 2.6 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher57,,,,0,,"Della architettura ... secondo Vitruvio ... libri dieci",,,,,,,,,,Venedig#getty7018159,,Giolito,1590,"[6] Bl., 143 S.",,Architektur,,Druck,ita,GBV,150184182,HAB,"A: 29.3 Geom. 2°",,,,,,,,1,,,,,,
ausleihbuecher58,,,,0,,"Ephemerides Coelestium Motuum, Jo. Antonii Magini Patavini: Ab Anno Domini 1608.
            usque ad Annum 1630. secundum Copernici observationes accuratissime supputatae,
            correctae & Continuatae, Ad longitudinem inclytae Venetiarum urbis",,,,,,,,,,"Frankfurt am Main#getty7005293",,Richter;Schönwetter,1608,"[6] Bl., 367 S., [4] Bl., 755 S",,Astronomie,,Druck,lat,GBV,269679766,HAB,"A: 6 Astron.",,,,,,,,1,,,,,,
ausleihbuecher59,,,,2V1,,"Ephemerides Brandenburgicae coelestium motuum et temporum ... [Band 1]",,,,,,,,,,"Frankfurt an der Oder#getty7005972",,Eichorn,1609,"[558] Bl.",,,,Druck,lat,GBV,151186111,HAB,"A: 2 Astron.",,,,,,,,1,,,,,,
ausleihbuecher60,,,,2V2,,"Ephemerides Brandenburgicae coelestium motuum et temporum ... [Band 2]",,,,,,,,,,"Frankfurt an der Oder#getty7005972",,Eichorn,1609,,,,,Druck,lat,GBV,216314860,HAB,"A: 3 Astron.",,,,,,,,1,,,,,,
ausleihbuecher61,,,,0,,"Topographia Palatinatus Rheni et Vicinarum Regionum Das ist, Beschreibung und
            Eigentliche Abbildung der Vornemsten Statte U Plätz der Untern Pfaltz am Rhein Und
            Benachbarten Landschafften, als der Bistümer Wormbs Und Speyer, der Bergstraß, des
            Wessterreichs, Hundrücks, Zweybrüggen, etc:: Sampt einer Zugabe Ettlicher des H. Röm.
            Reichs Zu dem OberReinischen Cräyß gezogenen Ständen, alß Bisantz, Metz, Tull, Verdun,
            Lothringen, Savoyen, etc:",,,,,,,,,,"Frankfurt am Main#getty7005293",,Merian;Hoffmann,1645,"67 S., [2] Bl., 17 S., [1], [25] Bl., [40] gef. Bl",,,,Druck,lat,GBV,396150918,HAB,"A: 176.4 Hist.2° (2)",,,,,,,,1,,,,,,
ausleihbuecher62,,,,2V2,,"Operum omnium, quae quidem extant, L. Gaurici restituta et redacta [Band 2]",,,,,,,,,,Basel#getty7007269,,Henricpetri,1575,,,,,Druck,lat,GBV,150074115,HAB,"A: 8-8.1 Astron. 2°",,,,,,,,1,,,,,,
ausleihbuecher63,,,,4V4,,"Magia Universalis Natur Et Artis [Band 4]",,,,,,,,,,"Frankfurt am Main#getty7005293",Würzburg#getty7004335,Schönwetter,1659,"[17] Bl., 670 S., [9] Bl., [12] teilw. gef. Bl.",,Optik;Akustik;Mathematik;Mechanik;Physik;Chemie,Ordensliteratur:Jesuiten,Druck,lat,GBV,144471663,HAB,"A: 115.7.1 Quod. (2)",,,,,,,,1,,,,,,
ausleihbuecher64,,,,4V3,,"Magia Universalis Natur Et Artis [Band 3]",,,,,,,,,,"Frankfurt am Main#getty7005293",Würzburg#getty7004335,Schönwetter;Hertz,1658,"[12] Bl., 815 S., [8], [21] Bl",,Optik;Akustik;Mathematik;Mechanik;Physik;Chemie,Ordensliteratur:Jesuiten,Druck,lat,GBV,324425392,HAB,"A: 115.7.1 Quod. (1)",,,,,,,,1,,,,,,
ausleihbuecher65,,,,4V2,,"Magia Universalis Natur Et Artis [Band 2]",,,,,,,,,,"Frankfurt am Main#getty7005293",Würzburg#getty7004335,Schönwetter;Hertz,1657,"[16] Bl., 432 S., [8] Bl., [31] teilw. gef. Bl.",,Optik;Akustik;Mathematik;Mechanik;Physik;Chemie,Ordensliteratur:Jesuiten,,lat,GBV,144471647,HAB,"A: 115.7 Quod. (2)",,,,,,,,1,,,,,,
ausleihbuecher66,,,,0,,"Recueil des plans, profils et élévations des plusieurs palais, chasteaux, églises,
            sépultures, grotes et hôstels, bâtis dans Paris, et aux environs, avec beaucoup de
            magnificence, par les meilleur architectes du Royaume; Jean Marot",,,,,,,,,,Paris#getty7008038,,,1670,"144 Taf.",,,,Druck,fre,GBV,151059152,HAB,"M: Uf 4° 65",,,,,,,,1,"Bei Raabe wurde ""o. Sign."" angegeben.",,,,,
ausleihbuecher67,,,,0,,"Tabella Sinus recti: per gradus singula de minuta diuisa. Ad tabulas directionu
            mgri Johannis de regiomonte necessarias cum quibus exemplis: ptes eiusde tabelle multum
            concordant",,,,,,,,,,Augsburg#getty7004324,,Ratdolt,1490,"[16] Bl.",,,,Druck,lat,GBV,376441690,HAB,"A: 152 Quod. (5)",,,,,,,,1,,,,,,
ausleihbuecher68,,,,2V1,,"Operum omnium, quae quidem extant, L. Gaurici restituta et redacta [Band 1]",,,,,,,,,,Basel#getty7007269,,Henricpetri,1575,,,,,Druck,lat,GBV,150074107,HAB,"A: 8-8.1 Astron. 2°",,,,,,,,1,,,,,,
ausleihbuecher69,,,,3V2,,"Lexicon Universale Historico-Geographico-Chronologico-Poetico-Philologicum :
            Continens Historiam Omnis Aevi, Geographiam omnium Locorum, Genealogiam principum
            Familiarum, addita ubique Chronologia tum veteri tum recentiore, Mythologiam insuper
            omnium Fabularum, Discussionem Philologicam illustrium circa haec occurrentium
            Difficultatum ... [Band 2]",,,,,,,,,,Basel#getty7007269,Genf#getty7007279,Widerhold;Bertsche;Genath,1677,"[1] Bl., 600, 120 S., [18] Bl.",,,Lexikon,Druck,lat,GBV,091827817,HAB,"A: 11.3 Gram. 2°",,,,,,,,1,,,,,,
