sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
sulzbach10,,,,0,,"Mahzôr .hēleq rîšôn ke-minhāg q""q ha-Aškenazîm",,,,,,,,,,Sulzbach#geoNames2824801,,"Fränkel, Ahron",1699,2°,,,Gebetbuch;Judaicum,,heb,VD17,12:660585G,,,,,,,,,,1,,,
sulzbach11,,,,0,,"Noches de Inuierno, Winternächte: In welchen etliche vertraute/ wohl-gereiste/ unterschiedener Sprachen und rühmlicher Wissenschafften erfahrne/ und wol-belesene Freunde/ einander besuchen/ die Zeit theils mit Erzehlung … theils aber mit … Gesprächen/ Fragen/ und wolbegründeten Antworten/ kürtzen und zubringen",,"Eslava, Antonio de#128403829",,,,"Drummer, Matthäus#128406305",,,,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Buggel, Johann Leonhard;Lichtenthaler, Abraham",1699,12°,,,Roman,,ger,VD17,12:635496C,,,,,,,"Noches de Invierno",,,1,,,
sulzbach12,,,,0,,"Liebs- und Furchts-Band/ Das ist: Freudenmüthige Gratulations-Predig/ Bey der Uber Des … Römisch- und Ungarischen Königs Josephi I. Mit … Wilhelmina Amalia, Glorwürdigster Vermählung",,"Silberbauer, Johann Georg",,,,"Joseph I. Heiliges Römisches Reich, Kaiser#118558390","Wilhelmine Amalie Heiliges Römisches Reich, Kaiserin#101076983",,,Sulzbach#geoNames2824801,,"Lichtenthaler, Abraham",1699,2°,,,Predigt,,ger,VD17,12:127183B,,,,,,,,,,1,,,
sulzbach13,,,,0,,"Theatrum Gloriae Sanctorum Erectum a Venerando P. Fratre Casimiro Füesslin Ord. S. Francisci FF. Recollectorum Provinciae Argentinae. Anno Domini M.DC.LXXXXIX. Hoc est Conciones in Festa occurrentia per annum, ex sacris paginis, SS. Patribus, aliisque probatis Authoribus summo studio & labore concinnatae in Usum Verbi Dei Praeconum",,"Füesslin, Casimir#122861566",,,,"Lothar Franz Mainz, Erzbischof","Kapp, Apollinaris (ZensorIn)","Schubert, Joannes Ernestus (ZensorIn)","Mangold, Luchesius (ZensorIn)",Sulzbach#geoNames2824801,,"Lochner, Johann Christoph",1699,4°,,,Legende;Ordensliteratur:Franziskaner;Predigtsammlung,,lat,VD17,12:140664Z,,,,,,,,,,1,"Datierung auf dem Kupfert.: 1696",,
sulzbach14,,,,0,,"Concionator Extemporalis. Das ist: Eilfertiger Prediger. Oder/ Kurtz-verfaßte Predigen über alle Feyertag des gantzen Jahrs",,"Heffner, Franz#130275425",,,,"Andreas Celeberrimi in Wetteravia Sacri & Canonici Praemonstratensium Ordinis Coenobii Ilbenstadiensis Abbas","Caprasius ab Annunt.","Bartholomaei, Adamus Salentinus (ZensorIn)",,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Lochner, Johann Christoph;Holst, Johann",1698,4°,,,Ordensliteratur:Prämonstratenser;Predigtsammlung,,ger,VD17,824:715476L,,,,,,,"Concionator Extemporalis oder Eilfertiger Prediger über alle Festtag des Jahrs",,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ Gedruckt bey Johann Holst/ In Verlegung Johann Christoph Lochners/ Buchhändlers in Nürnberg. Anno MDCXCIIX.",,
sulzbach15,,,,0,,"Concionator Extemporalis. Oder: Eilfertiger Prediger. Das ist: Kurtze Einfältige Predigen Uber alle Sonntag des gantzen Jahrs gestellt",,"Heffner, Franz#130275425",,,,"Godefridus Cellae Dei Inferioris infra Herbipolim Sacri Canonici Praemonstratensium Ordinis Coenobii praepositus","Caprasius ab Annunt.","Bartholomaei, Adamus Salentinus (ZensorIn)",,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Lochner, Johann Christoph;Holst, Johann",1698,4°,,,Predigtsammlung;Ordensliteratur:Prämonstratenser,,ger,VD17,824:715475C,,,,,,,"Concionator Extemporalis. oder Eilfertiger Prediger über alle Sontäge des Jahrs",,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ Gedruckt bey Johann Holst. In Verlegung Johann Christoph Lochners/ Buchhändlers in Nürnberg. Anno M.DC.XCVIII.",,
sulzbach16,,,,0,,"Mariale Sive Encomia B. Mariae V. Discursus XLIV. : In omnes honorum titulos ac praedicata B. Mariae V. cum Indice, quomodo hi Discursus in Festis B. V. Mariae per Annum occurrentibus in Conciones formandas applicari possint : In Exordio adducuntur semper Sanctorum Patrum in Thema assumptum, sententiae, ac elegantia scripta; In Confirmatione dantur varii Conceptus; Epilogus versibus terminatur",,"Penzinger, Sebastian Heinrich#124641075",,,,,,,,Sulzbach#geoNames2824801,,"Buggel, Johann Leonhard",1698,4°,,,Predigtsammlung,,lat,VD17,12:627280V,,,,,,,,,,1,"Vorlageform des Erscheinungsvermerks: Solisbaci, Sumptibus Joannis Leonhardi Buggelii. Anno 1698.",,
sulzbach17,,,,0,,"R.P. Sebastiani Henrici Penzingeri, Consistorialis Passaviensis, Decani, & Parochi in Trauttmanstorff ad Laitam Bonus Ordo Triplicis Formatae Concionis Moralis In Omnia Festa Sanctorum In Amplissima Dioecesi Passaviensi celebria per totum Annum : In Exordio Thema assumptum, SS. Patrum nervosis verbis, ac Dictis, ut inconcussis Veritatis columnis fulcitur; In Confirmatione Conceptus elegantissimi adferuntur; Epilogus, aut Sacrae Scripturae, aut alicuius S. Patris sententia concluditur",,"Penzinger, Sebastian Heinrich#124641075",,,,"Aham, Johann Joachim Ignaz von#143320513",,,,Sulzbach#geoNames2824801,,"Buggel, Johann Leonhard",1698,4°,,,Predigtsammlung,,lat,VD17,12:627275B,,,,,,,Festivale,,,1,"Vorlageform des Erscheinungsvermerks: Solisbaci, Sumptibus Johannis Leonhardi Buggelii. 1698.",http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10366397-9,
sulzbach18,,,,0,,"Geistlicher Lust- Und Heyl-Brunn/ Das ist: Auserlesene neue Predigen Auf alle Fest-Tage des Jahrs : In welchen sowol viele heilsam-springende Wasser-Röhre Biblischer Concepten, sinnreichen Sententzen deren Heil. Vättern; als anmuthigen Historien … erquicken …",,"Steil, Friedrich#130041718",,,,"Cloche, Antonius (ZensorIn)","Ortz, Raymundus (ZensorIn)","Grünewaldt, Albertus (ZensorIn)","Diezinger, Petrus (ZensorIn)",Sulzbach#geoNames2824801,,"Lochner, Johann Christoph",1697,4°,,,Predigtsammlung,,ger,VD17,23:688269Z,,,,,,,,,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ Jn Verlegung Johann Christoph Lochners/ Buchhändlers in Nürnberg. 1697.",http://diglib.hab.de/drucke/xb-7992/start.htm,
sulzbach19,,,,5V0,,"Neu-eröffneter Historischer Bilder-Saal/ Das ist: Kurtze/ deutliche und unpassionirte Beschreibung Der Historiae Universalis : Von Anfang der Welt biß auf unsere Zeiten/ in ordentliche und mercksame Periodos und Capitul eingetheilt/ Darinnen die fürnehmste Geschichten/ Kriege/ Schlachten/ und andere Begebenheiten/ in mehr als 900. Kupfferstücken gar kennlich für gestellet werden … : allen Liebhabern der Histori … zu sonderbarer Ergötzung und Nutzen also zusammen getragen",,"Imhof, Andreas Lazarus von#117129682",,,,,,,,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Buggel, Johann Leonhard;Lichtenthaler, Abraham",1697,,,,Chronik,,ger,VD17,3:300859H,,,,,,,,,,1,,,
sulzbach20,,,,0,,"Campus Elysius Concionum Dominicalium & Festivalium Ferax",,"Athanasius von Dillingen#100018858",,,,"Menradus, Monasterii Oberelchingensis Abbas (WidmungsempfängerIn)","Beda Meskirchensis","Emanuel Gundrimingensis","Hauser de Gleichenstorff, Joannes Theodoricus (ZensorIn)",Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Johann Andreas Endter Erben;Holst, Johann",1696,4°,,,Ordensliteratur:Kapuziner;Predigtsammlung,,ger,VD17,23:241941M,,,,,,,"Auserlesenes und weitschüchtiges Feldt/ Son[n]täglicher und Feyertäglicher Predigen trachtbar",,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ gedruckt bey Johann Holst/ und zu finden Jn Nürnberg bey Joh. Andreä Endters Seel. Söhnen. Anno MDCXCVI",http://diglib.hab.de/drucke/xb-3537/start.htm,
sulzbach21,,,,0,,"Theatrum Gloriae Sanctorum Erectum à Venerando P. Fratre Casimiro Füesslin Ord. S. Francisci FF. Recollectorum Provinciae Argentinae. Anno Domini M.DC.LXXXXVI. Hoc est Conciones in Festa occurrentia per annum, ex sacris paginis, SS. Patribus, aliisque probatis Authoribus summo studio & labore concinnatae in Usum Verbi Dei Praeconum",,"Füesslin, Casimir#122861566",,,,"Lothar Franz Mainz, Erzbischof","Mangold, Luchesius (ZensorIn)","Kapp, Appollinaris (ZensorIn)","Schubert, Joannes Ernestus (ZensorIn)",Sulzbach#geoNames2824801,,"Lochner, Johann Christoph",1696,4°,,,Ordensliteratur:Franziskaner;Legende;Emblembuch,,lat,VD17,23:303554S,,,,,,,,,,1,"Vorlageform des Erscheinungsvermerks: Sulzbaci, Sumptibus Joannis Christophori Lochner Bibliopolæ",http://diglib.hab.de/drucke/xb-189/start.htm,
sulzbach22,,,,0,,"Eyfer-schallende und Andacht-funcklende Marianische Lob-Trompeten/ Oder Uber der Glorwürdigsten Himmels-Königin Mariae vornehmste Feste/ Als Dero Heilwärtige Empfängnuß/ erfreuliche Geburt/ löbliche Opferung/ wunderwürdige Verkündigung/ dienstfertige Heimsuchung/ sehnliche Erwartung/ tröstliche Entbindung/ willfährige Reinigung/ und triumphirliche Himmelfarth/ verfertigte/ auch mit so viel Sinn-Bildern gezierte Lob-Reden : Mit beygefügten zweyen andern Lob-Predigten/ Deren eine die in der Beschneidung Christi vergossene Bluts-Tropfen/ die andere/ der H. Mariä Magdalenä Busse zum Inhalt hat",,"Aresi, Paolo#123461383",,,,"Fuchs von Herrnau, Johann Michael#128777400","Schubert, Johannes Ernestus (ZensorIn)","Bassus, Daniel (ZensorIn)","Reghetia, Joan. Vincent. (ZensorIn)",Sulzbach#geoNames2824801,Nürnberg#geoNames2861650,"Buggel, Johann Leonhard",1696,4°,,,Predigtsammlung,,ger,VD17,12:196355B,,,,,,,"Marianische Lobreden",,,1,,,
sulzbach23,,,,0,,"Triumphus Temporis Evangelici. Oder: Sieges-Gepräng Der Evangelischen Zeit : Das seynd Doppelte in vier Theil des Jahrs abgetheilte Sonn- und Feyertags-Predigen/ Mit Schönen in der Heil. Schrifft/ Heil. Vättern und Auslegern gegründten Concepten/ Sinnbildern/ alt und neuen Geschichten/ Gleichnussen und sittlichen Sprüchen versehen",,"Donatus von Passau#10011153X",,,,"Johann Philipp Passau, Bischof","Bernardinus ab Arretio","Gregorius Austriacus","Josephus Brunoviensis",Passau#geoNames2855328,Sulzbach#geoNames2824801,"Wege, Rudolf;Holst, Johann",1695,4°,,,Ordensliteratur:Kapuziner;Predigtsammlung,,ger,VD17,824:720727H,,,,,,,"Triumphi Temporis Evangelici. Oder Der Sieg-prangenden Evangelischen Zeit Anderter Theil/ der Frühling",,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ In Verlegung Rudolph Wege/ Buchhändlern in Passaw. Gedruckt bey Johann Holsten. Anno MDCXCV.",,
sulzbach24,,,,0,,"Concionator Extemporalis: Oder: Eilfertiger Prediger. Das ist: Kurtze Einfältige Predigen Über alle Sonntag des gantzen Jahrs gestellt",,"Heffner, Franz#130275425",,,,"Godefridus Cellae Dei Inferioris infra Herbipolim Coenobii Praepositus","Caprasius ab Annunt.","Bartholomaei, Adamus Salentinus (ZensorIn)",,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Lochner, Johann Christoph;Holst, Johann",1695,4°,,,Predigtsammlung;Ordensliteratur:Prämonstratenser,,ger,VD17,23:682712Q,,,,,,,"Concionator Extemporalis. oder Eilfertiger Prediger über alle Sontäge des Jahrs",,,1,,http://diglib.hab.de/drucke/xb-6741/start.htm,
sulzbach25,,,,0,,"Geistliches Fisch-Netz/ In dem Wort Gottes ausgeworffen; Das ist: Gantz neu formirte/ und sehr nutzliche Predigen auf all und jede Sonntäg des gantzen Jahrs [et]c. [et]c. : Mit mehr als 150. denckwürdigen Historien und Geschichten/ Biblischen Figuren/ und Auslegungen der Heil. Vätter/ schönen Moralien/ und sittlichen Lehr-Puncten/ samt annehmlichen sowol Teutsch- als Lateinischen Vor-Sprüchen/ und Summarischen Begriff vor jeder Predig; Samt einem Anhang/ Geistliche Kurtzweil genannt/ Welcher bestehet in Acht gantz neu- auf jetzige Zeit woleingerichten Kirchweyh-Predigen/ bey so betrübten und schwehren Zeiten/ mit der verkehrt- in Sünden vertiefften Welt heilsamlich anzustellen/ und vor die Hand zu nehmen",,"Strobl, Andreas#121622800",,,,"Pockh ab Arnholz, Joannes Baptista Casparus (ZensorIn)",,,,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Bleul, Peter Paul",1695,4°,,,Predigtsammlung,,ger,VD17,12:639495N,,,,,,,,,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ In Verlegung Peter Paul Bleul/ Buch- und Kunsthändlern in Nürnberg/ Anno 1695.",,
sulzbach26,,,,0,,"Cautio Criminalis, Seu De Processibus Contra Sagas Liber : Magistratibus Germaniae hoc tempore summe necessarius, Praeprimis Consiliariis & Confessariis Principum, Inquisitoribus, Iudicibus, Advocatis, Confessoribus Reorum, Concionatoribus, aliisque lectu utilissimus",,"Spee, Friedrich von#11861598X",,,,,,,,Sulzbach#geoNames2824801,Nürnberg#geoNames2861650,"Endter, Martin",1695,12°,,,Ordensliteratur:Jesuiten,,lat,VD17,1:001145F,,,,,,,,,,1,"Vorlageform des Erscheinungsvermerks: Solisbaci, Sumpt. Martini Endteri, Bibl. Anno M.DC.XCV.",,
sulzbach27,,,,0,,"Höchsterbaulich-Catholische Lob-Reden/ Uber die Siegreiche Auferstehung/ Und Triumphirliche Himmelfahrt Jesu Christi. Ferner über die höchstnutzliche Sendung des H. Geistes/ Oder das Heilige Pfingst-Fest/ Und dann endlich über das unerforschliche Geheimnus Der Allerheiligsten Dreyfaltigkeit : Mit wohlersonnenen Emblematen oder Sinn-Bildern/ erbaulichen Lehren/ nachdrücklichen Gleichnissen/ trefflichen Allegorien/ und heilsamen Sprüchen aus H. Schrifft und denen H. Vättern allenthalben ausgezieret/ allen sowol Geist- als Weltlichen/ absonderlich denen Hn. Predigern sehr nutzlich",,"Aresi, Paolo#123461383",,,,"Fuchs von Herrnau, Johann Michael#128777400","Reghetia, Joan. Vincent. (ZensorIn)","Bassus, Daniel (ZensorIn)",,Sulzbach#geoNames2824801,Nürnberg#geoNames2861650,"Buggel, Johann Leonhard",1695,4°,,,,,ger,VD17,12:194530C,,,,,,,,,,1,,,
sulzbach28,,,,2V0,,"Auserlesner Historien-Spiegel : Darinnen Unterschiedlicher Catholischer Heiliger/ Manns- und Weibs-Personen/ Gottseelige Andacht/ Tugendhafftes Leben/ eifferige Buß-Wercke/ dienstbegierige Liebe/ standhafftige Marter/ seeligster Tod/ und höchst-rühmliche Wunder-Wercke/ Zur Christ-geziemenden Nachfolge/ In hundert erbaulichen/ aus den bewährtesten Scribenten zusammen gezogenen/ und zu Nutzen des gemeinen Volcks in das Teutsche übersetzten Exempeln … vorgestellet worden",,"Fuchs von Herrnau, Johann Michael#128777400",,,,,,,,Sulzbach#geoNames2824801,,"Buggel, Johann Leonhard",1695,,,,Legende,,ger,VD17,1:083619D,,,,,,,"Historien-Spiegel Catholischer Wunder-Wercke",,,1,,http://resolver.staatsbibliothek-berlin.de/SBB0001EFD400000000,
sulzbach29,,,,2V0,,"Vox Clamantis, Das ist: Die Stimm Des in gantz neuen Auf alle Sonn- und Feyer-Tage gerichteten/ aus H. Göttlichen Schrifft/ und heiligen Vätteren wie nicht weniger bewährten beweglichen Historien gezogenen Catholischen Predigen",,"Brandis, Johann Eberhard#130323438",,,,,,,,Nürnberg#geoNames2861650,Sulzbach#geoNames2824801,"Lochner, Johann Christoph",1694,,,,Predigtsammlung,,ger,VD17,23:702649H,,,,,,,"Vox Clamantis, Das ist: Die Stimm Des in gantz neuen Auf alle Feyer-Tage gerichteten/ aus H. Göttlichen Schrifft/ und heiligen Vätteren wie nicht weniger bewährten beweglichen Historien gezogenen Catholischen Predigen",,,1,,,
sulzbach30,,,,0,,"Rosetum Dolorosum Centifoliatum",,"Donatus von Passau#10011153X",,,,"Johann Philipp Passau, Bischof","Josephus Brunoviensis","Wilibaldus Styrensis","Bernardinus ab Arretio",Passau#geoNames2855328,Sulzbach#geoNames2824801,"Wege, Rudolf;Holst, Johann",1694,4°,,,Ordensliteratur:Kapuziner;Predigtsammlung,,ger,VD17,23:686125D,,,,,,,"Schmertzhaffter Rosen-Gart von hundert Blättigen Rosen",,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ gedruckt bey Johann Holsten. In Verlegung Rudolph Wege/ Buchhändler in Passau. Anno M DC XCIV.",,
sulzbach31,,,,0,,"Masseket Sanhedrîn",,"Shelomoh ben Yitshaa#118598325",,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663812T,,,,,,,,,,1,,,
sulzbach32,,,,0,,"Masseket makkôt",,"Shelomoh ben Yitshak#118598325",,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663811L,,,,,,,,,,1,"Erscheinungsjahr nach Katalog der BSB München",,
sulzbach33,,,,0,,"Masseket ketûbbôt",,"Shelomoh ben Yitshak#118598325",,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663810C,,,,,,,,,,1,,,
sulzbach34,,,,0,,"Masseket hagîgā",,"Shelomoh ben Yitshak#118598325",,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663805K,,,,,,,,,,1,,,
sulzbach35,,,,0,,"Bāvâ mesîʿâ",,"Shelomoh ben Yitshak#118598325",,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663799T,,,,,,,,,,1,,http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb00038995-2,
sulzbach36,,,,0,,"Bāvâ qammâ",,,,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663791G,,,,,,,,,,1,,,
sulzbach37,,,,0,,"Masseket bêsā",,,,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663675U,,,,,,,,,,1,,,
sulzbach38,,,,0,,"Masseket megîllâ",,"Shelomoh ben Yitshak#118598325",,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663627B,,,,,,,,,,1,,,
sulzbach39,,,,0,,"Rôš haš-šānā",,,,,,,,,,Sulzbach#geoNames2824801,,,1694,2°,,,Judaicum,,heb,VD17,12:663601T,,,,,,,,,,1,,,
sulzbach40,,,,0,,"Geistliches Zeug-Haus/ Das ist: Dritter Theil Des Allzeitfertigen Predigers/ Eingerichtet Auf alle Fest- und Feyer-Täge des gantzen Jahrs : Mit annehmlichen auserlesenen Historien/ Biblischen Figuren/ Sententien der heiligen Vätter/ Theologischen Lehren/ raren Concepten/ Geistlichen und Sittsamen Sprüchen/ auch andern denckwürdigen Sachen angefüllet/ bereichert und versehen/ samt einem nutzlichen Register der vornehmsten Sachen/ so in dem gantzen Werck enthalten",,,,,,"Manz, Franz Friedrich#128581999",,,,Sulzbach#geoNames2824801,,"Buggel, Johann Leonhard",1694,4°,,,Predigtsammlung,,ger,VD17,12:639401Y,,,,,,,,,,1,"Vorlageform des Erscheinungsvermerks: Sultzbach/ In Verlegung Johann Leonhard Buggels/ Buchhändlers/ 1694.",,
