sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
bahnsen10,1,59,11,1,"Idem [Lutheri Kerckenpostilla] Madgeburg. 1530. 1.2. tom.","Auslegung der || Episteln vnd Euangelien || vom Aduent an/ bis || auff Ostern.|| Anderweyt Corrigirt || durch Mart.Luther.|| Auffs newe vbersehen ... || Aller Text nach der newen || dolmetzschung geendert.||","Auslegung der Episteln und Evangelien vom Advent an bis auff Ostern","Luther, Martin#118575449",,,,,,,,Magdeburg#getty7004456,,"Lotter, Michael",1530,2°,"Libri Theologici",Theologie,Predigtsammlung,Druck,ger,VD16,"L 3957",,,,,,,,,,1,"Winterteil, mit dem Sommerteil zusammengebunden.",,
bahnsen11,1,59,11,2,"Idem [Lutheri Kerckenpostilla] Madgeburg. 1530. 1.2. tom.","Ausle=||gung der Euã=||gelien/ von Ostern || bis auffs Aduent/|| gepredigt || durch Mar.Luther.|| [Hrsg.v.(Stephan || Rodt.||)]","Auslegung der Evangelien von Ostern bis auffs Advent","Luther, Martin#118575449",,,,"Roth, Stephan#119167360",,,,Wittenberg#getty7012349,,"Weiß, Johannes",1530,2°,"Libri Theologici",Theologie,Predigtsammlung,Druck,ger,VD16,"L 4015",,,,,,,,,,1,"Sommerteil, Wittenberger Ausgabe. Bearbeitet/herausgegeben von Stephan Roth.",,
bahnsen12,1,59,12,0,"Idem [Lutheri Kerckenpostilla] Hochdeutsch. Straßp. 1544.","Postill || Oder Auszlegun||gen der Evange||lien vnd Epistelen/ nach der || zeyt/ vnd der Heyligen fest/ durchs/gantz jar/|| gepredigt durch D.M. Luther.|| Das Erste theyl vom Er-||sten Sontag nach Epyphanie. Mit Eyn||er Christlichen Vorreden/und || Register.||","Postill oder Auslegungen der Evangelien und Epistelen","Luther, Martin#118575449",,,,,,,,Straßburg#getty7012346,,"Köpfel, Wolfgang",1544,2°,"Libri Theologici",Theologie,Predigtsammlung,Druck,ger,VD16,"L 5602",,,,,,,,,,1,,,
bahnsen13,1,59,13,0,"Idem [Lutheri Kerckenpostilla] Latina. Argent. 1535.","ENARRATIONES SEV || POSTILLAE MARTINI LVTHERI || in Lectiones, quae ex Euangelicis historijs, Aposto=||lorum scriptis, alijs#[que] Sacrae Scripturae literis desumptae,|| per uniuersum annum, tam in diebus Domini-||cis, quàm Diuorum memoriae sacris, super || Missam faciendum, recitantur, fidelius at#[que]|| diligentius quàm ante hac recognitae || & excusae.||","Postille oder Auslegung der Episteln und Evangelien durchs ganze Jahr <lat.>","Luther, Martin#118575449",,,,,,,,Straßburg#getty7012346,,"Ulricher, Georg",1535,2°,"Libri Theologici",Theologie,Predigtsammlung,Druck,lat,VD16,"L 5665",,,,,,,,,,1,,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10144037-7,
bahnsen14,1,59,14,0,"Tauleri Postilla. Amst. 1588","Van eenen volcomen euangelischen leuen christelĳcke predicatien oft sermonen, op allen sondaghen ende feestdaghen vanden ghantsen iaer","Predigten auf alle Sonn- und Festtage im Jahr <niederländ.>","Tauler, Johannes#118621009",,,,,,,,Amsterdam#getty7006952,,"Adriaensz, Barent",1588,2°,"Libri Theologici",Theologie,Predigtsammlung,Druck,dut,STCN,079076130,,,,,,,,,,1,,,
bahnsen15,1,59,15,0,"Idem [Tauleri Postilla]. Col. 1543.","Des erleuchten D.Johan||nis/Tauleri/von eym waren Euangelis=||chen leben/G#[oe]tliche || Predig/|| Leren/|| Epistolen/|| Cantilenen/|| Prophetien/|| ... nů erstmals ins liecht kommen.|| Auch seynd hierbey die ... Predigen Thauleri/w#[oe]lche ... || gekurtzt/gelẽgt vnd ver||dunckelt waren ... || treüwlich gebessert.||","Von einem wahren evangelischen Leben göttliche Predigt, Lehren, Episteln, Kantilenen, Prophetien","Tauler, Johannes#118621009",,,,,,,,Köln#getty7004446,,"Gennep, Jaspar von",1543,2°,"Libri Theologici",Theologie,Predigtsammlung,Druck,ger,VD16,"J 777",,,,,,,,,,1,,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10149255-0,
bahnsen16,1,59,16,0,"Lorinus in Sapientiam Salom. Col. 1624.","R.P. Joannis Lorini Avenionensis Societatis Jesu, Commentarii In Sapientiam : Cum Duplici Indice ... 
Nunc denuo in Germania in lucem typis mandati.","Commentarii In Sapientiam","Lorin, Jean de#124633919",,,,,,,,Köln#getty7004446,,"Crith, Johann Witwe",1624,2°,"Libri Theologici",Theologie,"Kommentar: theol.",Druck,lat,VD17,12:120888X,,,,,,,,,,1,,,
bahnsen17,1,59,17,0,"Biblisch Chronickenbuch aller Nahmen GOttes und Christi in H. Schrifft. Franc. 1584.","Biblisch Namen vnd Chro=||nick Buch:|| Darjnn Die He=||braische/ Chaldeische/ Syrische/ Griechi||sche vnd Lateinische/Namen/ Gottes vnd deß HERRN Christi/ Jtem/|| der Menschen/ V#[oe]lcker/ Abg#[oe]tter/ G#[oe]tzen/ K#[oe]nigreich/ L#[ae]nder/ St#[ae]tt/ Wasser/ vnd ||vieler andern #[oe]rter/ eigene Wort vnd Reden/ so in der Heyligen G#[oe]ttlichen Schrifft f#[ue]rkommen/ vnd biß || daher in vnser Teutschen Sprache nie dermassen erkl#[ae]ret/ Jetzt aber zu erst alle vertolmetschet/ vnd || mit gr#[ue]ndtlicher verstendiger Außlegung gantz eigent/||lich gedeutet.|| Sampt einer kurtzen notwendigen Chronica/ der namhafftigen f#[ue]r||trefflichen Geschicht/ Thaten vnd Exempel/ welche sonst beyde in alten vnd Neuwen || Testament ... beschrieben ... werden.|| Auch gewisser klarer Verzeichnuß auß allerley Cosmographien vnd Weltb#[ue]chern/ von der Gelegenheit/ Ankunfft || vnd Abgang aller L#[ae]nder/ St#[ae]tt/ Flecken/ D#[oe]rffer ... || die hin vnd wider in der gantzen Bibel an=||gezogen werden.|| Mit angehengtem Zeit vnd Tagkalender/ in welchem ein gewisse sichere Beschrei=||bung/ nicht allein der Jar/ sondern auch der Mond vnd Tage/ von anfang der Welt/ biß auff die || Himmelfahrt deß HERHN Jesu ... || abgerechnet/ vnd Tafels weise f#[ue]r || augen gestellet.|| ... ||","Biblisch Namen und Chronick Buch","Heyden, Johann#1055343830",,,,,,,,"Frankfurt am Main#getty7005293",,"Feyerabend, Johann",1584,2°,"Libri Theologici",Theologie,Chronik,Druck,ger,VD16,"H 3327",,,,,,,,,,1,,http://resolver.staatsbibliothek-berlin.de/SBB00014E2A00000000,
bahnsen18,1,59,18,0,"Hondorf Promptuarium exemplorum. 1568","PROMPTVARIVM || EXEMPLORVM.|| Historienn || vnd Exempel buch.|| Aus Heiliger Schrifft/ vnd vielen andern bewerten vnd || beglaubten Geistlichen vnd Weltlichen B#[ue]chern vnd || Schrifften gezogen.|| ... Mit allem fleis auffs k#[ue]rtzte nach den heiligen Zehen || Geboten Gottes fein ordentlich ausgetheilt.|| Durch || Andream Hondorff/ Pfarherrn zu || Draissig || ... ||","Promptuarium exemplorum. Historienn und Exempelbuch","Hondorf, Andreas#119148218",,,,,,,,Leipzig#getty7012329,,"Berwald, Jakob",1568,2°,"Libri Theologici",Theologie,,Druck,ger,VD16,"H 4729",,,,,,,,,,1,,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10148052-1,
bahnsen19,1,59,19,0,"Geistreiche Lehren mit vielen Figuren. 1622","Hohe geistreiche Lehren/ und Erklärungen: Uber die fürnembsten Sprüche deß Hohen Lieds Salomonis/ von der Liebhabenden Seele/ das ist/ der Christlichen Kirchen und ihrem Gemahl Jesu Christo : Auß der alten Christlichen Kirchenlehrern und ihren Nachfolgern Schrifften gezogen/ ferners außgelegt/ und in Teutsche Reimen verfasset / Alles mit heiliger Schrifft Concordierent/ nach dem uralten Text S. Hieron Durch D. S.","Hohe geistreiche Lehren und Erklärungen","Sudermann, Daniel#118809563",,,,,,,,Straßburg#getty7012346,"Frankfurt am Main#getty7005293","Heyden, Jakob van der;Kieser, Eberhard",1622,2°,"Libri Theologici",Theologie,,Druck,ger,VD17,12:654123V,,,,,,,,,,1,"Bibliogr. Nachweis: BL (German books) S3130",KEYPhttp://www.gbv.de/vd/vd17/12:654123V,
bahnsen20,1,59,20,0,"Buntings Itinerarum Sacrum. Magd. 1623.","Itinerarium Sacrae Scripturae. Das ist: Ein Reisebuch/ Uber die gantze Heilige Schrifft/ In Zwey Bücher getheilet : Der erste Theil begreifft alle Reisen der lieben Patriarchen/ Richter/ Könige/ Propheten/ Fürsten/ etc. Nach Deutschen Meilen außgerechnet/ und die Länder/ Städte/ Wasser/ Berg und Thal/ deren in Heiliger Schrifft gedacht wird ... DerAnder/ gehet auff daß Newe Testament/ Und zeiget an/ wie die Jungfraw Maria/ Joseph/ die Weisen auß Morgenland/ der Herr Jesus Christus/ und die lieben Apostel gereiset haben ...
Zuvor vermehret mit einem Büchlein/ De Monetis Et Mensuris ... Insonderheit aber mit einer feinen nützlichen erklerung deß Buchs Josua
/ Durch M. Heinricum Bünting ... Mit einer Vorrede deß Herrn D. Martini Chemnitii","Itinerarium Sacrae Scripturae","Bünting, Heinrich#120888289",,,,"Chemnitz, Martin#118829157",,,,Magdeburg#getty7004456,,"Ambrosius Kirchner III. Erben;Boel, Joachim",1623,2°,"Libri Theologici",Theologie,"Kommentar: theol.",Druck,ger,VD17,23:268626G,,,,,,,,,,1,"Mehrbändiges Werk. Gesamtaufnahme: VD17 23:268626G, Band 1: VD17 23:268631A, Band 2: VD17 23:268636P. Vorrede verfasst von Martin Chemnitz.",,
bahnsen21,1,59,21,0,"Hedcons. Chronica der Alten Christlichen Kirchen. Basel. 1593","Chronica Das ist: Warhafftige Beschreibunge Aller alten Christlichen Kirchen",,"Eusebius Caesariensis#118531425","Rufinus Aquileiensis#118750313",,,"Hedio, Caspar#118547615",,,,Basel#getty7007269,,"Petri, Sebastian",1593,2°,"Libri Theologici",Theologie,Chronik,Druck,ger,VD16,"Ausgabe nicht bestimmbar",,,,,,,,,,1,"VD16 E 4293 (Digitalisat) oder VD16 ZV 5531",http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10197687-4,
bahnsen22,1,59,22,0,"Verklaringe aen de Gebroeders door een Liefhebber Christi. 1556","Verklaringhe der Scheppenissen an v mijn beminde Kinderen vnde Ghebroeders","Verklaringhe der Scheppenissen an u mijn beminde Kinderen unde Ghebroeders","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1556,2°,"Libri Theologici",Theologie,,Druck,dut,SWB,030048680,,,,,,,,,,1,,,
bahnsen23,1,59,23,0,"Spiegel der Gerechtigkeyt. H. N.","Den Spegel der gerechticheit",,"Niclaes, Heinrich#118786105",,,,,,,,Antwerpen#getty7007856,,"Plantin, Christophe","[um 1555]",2°,"Libri Theologici",Theologie,,Druck,nds,GBV,149940726,,,,,,,,,,1,"Alastair Hamilton: The Family of Love. I: Hendrik Niclaes (Baden-Baden 2003), S. 83, Nr. 8a.",,
bahnsen24,1,59,24,0,"Idem [Spiegel der Gerechtigkeyt. H. N.] 2 tom. 1580.","Speculum Iustitiæ. Der Spegel der Gerechticheit, dorch den hilligen Geist der Lieften Iesu Christi vnde den vorgodeden Minsch HN, vth de hemmelsche Waerheit betüget unde am dach gegeven : To eine ware Vorklaringe der hoeuet-summen der uprechter Gerechticheit, edder könningklicke Krone des ewigen Leuens","Der Spegel der Gerechticheit","Niclaes, Heinrich#118786105",,,,,,,,Köln#getty7004446,,"Bohmberg, Nikolaus",1580,2°,"Libri Theologici",Theologie,,Druck,nds,GBV,48412790X,,,,,,,,,,1,"Format eigtl. 4°. Drucker ermittelt nach Alastair Hamilton: The Family of Love. I: Hendrik Niclaes (Baden-Baden 2003), S. 107, Nr. 8b",,
bahnsen25,1,59,25,0,"Idem [Spiegel der Gerechtigkeyt. H. N. ] het tweede Boeck.","Speculum Iustitiæ. Der Spegel der Gerechticheit, dorch den hilligen Geist der Lieften Iesu Christi vnde den vorgodeden Minsch HN, vth de hemmelsche Waerheit betüget unde am dach gegeven : To eine ware Vorklaringe der hoeuet-summen der uprechter Gerechticheit, edder könningklicke Krone des ewigen Leuens","Der Spegel der Gerechticheit","Niclaes, Heinrich#118786105",,,,,,,,Köln#getty7004446,,"Bohmberg, Nikolaus",1580,2°,"Libri Theologici",Theologie,,Druck,nds,GBV,48412790X,,,,,,,,,,1,"Format eigtl. 4°. Drucker ermittelt nach Alastair Hamilton: The Family of Love. I: Hendrik Niclaes (Baden-Baden 2003), S. 107, Nr. 8b",,
bahnsen26,1,59,26,0,"Lycostenes von Wunderwercken GOttes. Basel. 1557","Wunderwerck || Oder || Gottes vnergründtliches vorbil/||den/ das er inn seinen gsch#[oe]pffen allen/ so Geystlichen/ so || leyblichen ... || von anbegin der weldt/ biß zů vnserer diser zeit/ erscheynen ... las=||sen ... || Alles mit sch#[oe]nen Abbildungen gezierdt/ vnnd an den Leser einer Vor=||rede ... || eygentlich fürgeschribẽ vnd abgemalt.|| Auß Herrn Conrad Lycosthenis Latinisch zůsam̃en getragner beschrey=||bung/ mit grossem fleiß/ durch Johann Herold/ vffs treüw=||lichst inn vier B#[ue]cher gezogen vnnd Verteütscht.||","Prodigiorum ac ostentorum chronicon <dt.>","Lykosthenes, Konrad#123403855",,,,"Herold, Johannes#11854988X",,,,Basel#getty7007269,,"Petri, Heinrich",1557,2°,"Libri Theologici",Theologie,,Druck,ger,VD16,"W 4315",,,,,,,,,,1,"Bearbeitet/übersetzt von Johannes Herold.",http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb00090910-4,
bahnsen27,1,59,27,0,"D. Joris Wonderboeck/ waer in het verfloten van der Wereldt aen gheopenbaert is. 1551","Wonder-Boeck waer in dat van der VVerldt aen versloten gheopenbaert is","Wonder-Boeck waer in dat van der Werldt aen versloten gheopenbaert is","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1551,2°,"Libri Theologici",Theologie,,Druck,dut,GBV,146786416,,,,,,,,,,1,"Mehrbändiges Werk. Gesamtaufnahme: GBV 146786416",,
bahnsen28,1,59,28,0,"Idem [D. Joris Wonderboeck/ waer in het verfloten van der Wereldt aen gheopenbaert is]. 1551.","Wonder-Boeck waer in dat van der VVerldt aen versloten gheopenbaert is","Wonder-Boeck waer in dat van der Werldt aen versloten gheopenbaert is","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1551,2°,"Libri Theologici",Theologie,,Druck,dut,GBV,146786416,,,,,,,,,,1,"[Erste Deel]: GBV 227847644",,
bahnsen29,1,59,29,0,"Idem [D. Joris Wonderboeck/ waer in het verfloten van der Wereldt aen gheopenbaert is]. 1551.","Wonder-Boeck waer in dat van der VVerldt aen versloten gheopenbaert is","Wonder-Boeck waer in dat van der Werldt aen versloten gheopenbaert is","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1551,2°,"Libri Theologici",Theologie,,Druck,dut,GBV,146786416,,,,,,,,,,1,"Tweede Deel: GBV 227847741",,
bahnsen30,1,59,30,0,"Idem [D. Joris Wonderboeck/ waer in het verfloten van der Wereldt aen gheopenbaert is]. 1551.","Wonder-Boeck waer in dat van der VVerldt aen versloten gheopenbaert is","Wonder-Boeck waer in dat van der Werldt aen versloten gheopenbaert is","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1551,2°,"Libri Theologici",Theologie,,Druck,dut,GBV,146786416,,,,,,,,,,1,"Derde Deel: GBV 227847784",,
bahnsen31,1,59,31,0,"Idem [D. Joris Wonderboeck/ waer in het verfloten van der Wereldt aen gheopenbaert is]. 1551.","Wonder-Boeck waer in dat van der VVerldt aen versloten gheopenbaert is","Wonder-Boeck waer in dat van der Werldt aen versloten gheopenbaert is","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1551,2°,"Libri Theologici",Theologie,,Druck,dut,GBV,146786416,,,,,,,,,,1,"Vierde Deel: GBV 227847873",,
bahnsen32,1,59,32,0,"Idem [D. Joris Wonderboeck/ waer in het verfloten van der Wereldt aen gheopenbaert is]. tomus secundus.","Wonder-Boeck waer in dat van der VVerldt aen versloten gheopenbaert is","Wonder-Boeck waer in dat van der Werldt aen versloten gheopenbaert is","Joris, David#104279850",,,,,,,,S.l.,,S.n.,1551,2°,"Libri Theologici",Theologie,,Druck,dut,GBV,227847741,,,,,,,,,,1,"Tweede Deel: GBV 227847741",,
bahnsen33,1,59,33,0,"Seb. Francken Verpitschirtes buch. 1559.","¬Das¬ Verbụthschiert || mit siben Sigeln Verschlossen Bůch/|| das recht niemand auffthůn/ verstehen oder l#[ae]sen kan/ dann das Lamb/|| vnd mit dem Thaw bezeichnet/ das Lam̃ angeh#[oe]ren/ sampt einer Vorred von den || siben Sigeln/ was die seyen/ vnd wie die auffthan werden. Zů letst ein kleine eynlei=||tung ... in die Heylige Schrifft ... || von Sebastian Francken || fürgestelt.|| ... ||","Das Verbuthschiert mit siben Sigeln Verschlossen Buch","Franck, Sebastian#11853467X",,,,,,,,Pforzheim#getty7012653,,"Rab, Georg d.Ä.",1559,2°,"Libri Theologici",Theologie,,Druck,ger,VD16,"F 2137",,,,,,,,,,1,,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10142825-2,
bahnsen34,1,59,34,0,"[Seb. Francken] Biblische Chronica. 1565.","Chronica:|| Zeytbuch vnd || Geschichtbibel von || anbegin biß in diß gegenwertig tau=||sent f#[ue]nff hundert vnd f#[ue]nff vnd sechtzigste jar verlengt/ Darinn || beyde Gottes vnd der Welt Lauff/ H#[ae]ndel/ Art ... || begriffen wirdt. Mit viel wunderbarlichen ged#[ae]chtnißwirdigen || Worten vnd Thaten ... Von allen R#[oe]mischen Keysern/ B#[ae]psten/ Concilien ... || Von dem Vrsprung vnd Vrhab aller Breuch vnd Mißbreuch der || R#[oe]mischen Kirchen ... || Summa/ hierinn findestu gleich ein Begriff ... || der Cronickwirdigsten/ außerleßnen Historien ... || in drey Chronick Oder H#[ae]uptb#[ue]cher/ verfaßt.|| Durch Sebastianum Francken von W#[oe]rd ... ||(Die ander Chronica.||)(Die dritt Chronica.||)","Chronica, Zeitbuch und Geschichtsbibel","Franck, Sebastian#11853467X",,,,,,,,S.l.,,S.n.,1565,2°,"Libri Theologici",Theologie,Chronik,Druck,ger,VD16,"F 2073",,,,,,,,,,1,"Enthält 3 Teile.",http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10141648-3,
bahnsen35,1,59,35,0,"Idem [Seb. Francken Biblische Chronica.] 1531.","Chronica, Zeitbuch und Geschichtbibel von Anbeginn bis in dies gegenwärtig M.D.XXXI. Jahr",,"Franck, Sebastian#11853467X",,,,,,,,Straßburg#getty7012346,,"Beck, Balthasar",1531,2°,"Libri Theologici",Theologie,Chronik,Druck,ger,VD16,"Ausgabe nicht bestimmbar",,,,,,,,,,1,"VD16 F 2064 (Digitalisat) oder VD16 F 2065",http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11196826-6,
