sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
gandersheim26,26,,1,1,"Les Oeuvres de Monsieur Moliere. Tom. 3. 5 u. 6.","Les oeuvres de Monsieur de Molière: 3",,Molière#11858331Xm,,,,,,,,Paris#getty7008038,,"Nyon, Jean-Geoffroy",1710,,"kl. Repertorium neben links neben Schrank 1.",,Schauspiel;Belletristik,book,fre,ÖNB,AC10476940,,,,,,,,,,1,"Vermutete Ausgabe",http://data.onb.ac.at/ABO/%2BZ255929503,
gandersheim27,26,,1,2,"Les Oeuvres de Monsieur Moliere. Tom. 3. 5 u. 6.","Les oeuvres de Monsieur de Molière: 5",,Molière#11858331Xm,,,,,,,,Paris#getty7008038,,"Barbin, Claude, Witwe",1710,,"kl. Repertorium neben links neben Schrank 1.",,Schauspiel;Belletristik,book,fre,ÖNB,AC10131989,,,,,,,,,,1,"Vermutete Ausgabe",http://data.onb.ac.at/ABO/%2BZ255929709,
gandersheim28,26,,1,3,"Les Oeuvres de Monsieur Moliere. Tom. 3. 5 u. 6.","Les oeuvres de Monsieur de Molière: 6",,Molière#11858331Xm,,,,,,,,Paris#getty7008038,,"Nyon, Jean-Geoffroy",1710,,"kl. Repertorium neben links neben Schrank 1.",,Schauspiel;Belletristik,book,fre,ÖNB,AC10131989,,,,,,,,,,1,"Vermutete Ausgabe",http://data.onb.ac.at/ABO/%2BZ255929801,
gandersheim29,26,,2,0,"Essai de Meditation Philosophique, de Mr. Buqoi.","Esai De Meditation Sur La Mort Et Sur La Gloire A S. A. Sme. Monseigneur Le Prince Eugene Comme Pour Servir D'Encouragement A L'Armee Des Allies Sur Le Rhin En Forme De Letre",,"Bucquoy, Jean Albert d’Archambaud, comte de#1090225164m",,,,,,,,"s. l.",,"[Verlag nicht nachweisbar]",1735,8°,"kl. Repertorium neben links neben Schrank 1.",Philosophie;Stilistik,Brief,book,fre,GVK,149883293,,,,,,,,,,1,,http://digitale.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:1-124412,
gandersheim30,26,,3,0,"Chiflet nouvelle Grammaire Francoise.","Nouvelle et parfaite grammaire françoise, ou l'on trouve en bel ordre tout ce qui est de plus necessaire, & de plus curieux pour la puretè, l'ortographe, & la pronunciation de cette langue. Par le r.p.L. Chiflet, de la Compagnie de Jesus",,"Chiflez, Laurent#129095486m",,,,,,,,Paris#getty7008038,,"Ribou, Pierre, Veuve de",1722,8°,"kl. Repertorium neben links neben Schrank 1.",Linguistik,Grammatik;Schulbuch,book,fre,HeBIS,197586902,,,,,,,,,,1,"Vermutet. Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",https://archive.org/details/bub_gb_kRdzAXfaifYC,
gandersheim31,26,,4,1,"Les Ouevres de Ms. Scarron Tom III.","Oeuvres de monsieur Scarron, T. 1",,"Scarron, Paul#118605984m",,,,,,,,Amsterdam#getty7006952,,"J. de Wetstein & Fils",1752,8°,"kl. Repertorium neben links neben Schrank 1.",,Roman;Belletristik,book,fre,BVB,BV042825117,,,,,,,,,,1,"Vermutet. Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",http://www.gbv.de/dms/belser/fllm/S64611-1.pdf,
gandersheim32,26,,4,2,"Les Ouevres de Ms. Scarron Tom III.","Oeuvres de monsieur Scarron, T. 2, Qui contient la première et la seconde partie du roman comique",,"Scarron, Paul#118605984m",,,,,,,,Amsterdam#getty7006952,,"J. de Wetstein & Fils",1752,8°,"kl. Repertorium neben links neben Schrank 1.",,Roman;Belletristik,book,fre,BVB,BV042825118,,,,,,,,,,1,"Vermutet. Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",http://www.gbv.de/dms/belser/fllm/S64611-2.pdf,
gandersheim33,26,,4,3,"Les Ouevres de Ms. Scarron Tom III.","Oeuvres de monsieur Scarron, T. 3, Qui contient les deux suites du roman comique et les nouvelles tragi-comiques",,"Scarron, Paul#118605984m",,,,,,,,Amsterdam#getty7006952,,"J. de Wetstein & Fils",1752,8°,"kl. Repertorium neben links neben Schrank 1.",,Roman;Belletristik,book,fre,BVB,BV042825119,,,,,,,,,,1,"Vermutet. Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",http://www.gbv.de/dms/belser/fllm/S64611-3.pdf,
gandersheim34,26,,5,1,"Le Theatre de T. Corneille Tom. II. 3 u. 4ter Theil.","Le Theatre De T. Corneille. 3",,"Corneille, Thomas#118670115m",,,,,,,,Amsterdam#getty7006952,,"Arkstee, Johann Caspar;Merkus, Henrikus",1754,,"kl. Repertorium neben links neben Schrank 1.",,Drama;Komödie;Belletristik,book,fre,BVB,BV023036424,,,,,,,,,,1,"Vermutet. Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10089723-4,
gandersheim35,26,,5,2,"Le Theatre de T. Corneille Tom. II. 3 u. 4ter Theil.","Le Theatre De T. Corneille. 4",,"Corneille, Thomas#118670115m",,,,,,,,Amsterdam#getty7006952,,"Arkstee, Johann Caspar;Merkus, Henrikus",1754,,"kl. Repertorium neben links neben Schrank 1.",,Drama;Komödie;Belletristik,book,fre,BVB,BV023036957,,,,,,,,,,1,"Vermutet. Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10089724-9,
gandersheim36,26,,6,0,"Le Maitre Italien de Mr. Veneroni.","Le maître italien dans sa dernière perfection",,"Veneroni, Giovanni#124754686m",,,,,,,,Amsterdam#getty7006952,,"Brunel, Pierre",1699,8°,"kl. Repertorium neben links neben Schrank 1.",Pädagogik,Schulbuch;Grammatik,book,ita;fre,BVB,BV042391875,"Landesbibliothek Coburg","R I 8/10",,,,,,,,1,"Dem Bestand in der Landesbibliothek Coburg entsprechend verifiziert","https://books.google.de/books?id=tmATAAAAQAAJ&dq=veneroni,+giovann+1699&as_brr=3&redir_esc=y",
gandersheim37,26,,7,0,"Le Cuisinier François, Con Futirier, maitre d'hotel Ecuyer tranchant.","Le Cuisinier François: Enseignant La Maniere de bien apprester & assaisonner toutes sortes de Viandes grasses & maigres, Legumes, Patisseries, & autres mets qui se servent tant sur les Tables des Grands que des particuliers",,"La Varenne, François Pierre de#128950625m",,,,,,,,"Den Haag#getty7006810",,"Vlacq, Adrian",1654,12°,"kl. Repertorium neben links neben Schrank 1.",Kochkunst,Kochbuch;Rezeptsammlung,book,fre,BVB,BV017786684,"Landesbibliothek Coburg","Cas A 63",,,,,,,,1,Vermutet,https://gallica.bnf.fr/ark:/12148/bpt6k62887921,
gandersheim38,26,,8,0,"Crasset Consideration sur le plus importantes Verités de l'Évangile.","Considerations Ou Meditations Chrétiennes, Sur Les Plus Importantes Veritez De L'Evangile Pour L'Entretien De L'Ame",,"Crasset, Jean#100091695m",,,,,,,,Brüssel#getty7007868,,"Fricx, Eugène H.",1724,12°,"kl. Repertorium neben links neben Schrank 1.",Theologie,Meditationsanleitung,book,fre,BVB,BV001571074,,,,,,,,,,1,"Mehrere Ausgaben. Erscheinungsjahr des Werkes nicht verifizierbar",https://reader.digitale-sammlungen.de/resolve/display/bsb10269964.html,
gandersheim39,26,,9,0,"Venus et Adonis Tragoedie en Musique.","Venus Et Adonis : Tragedie En Musique ; Representée par l'Academie Royalle de Musique",,"Desmarets, Henri","Rousseau, Jean Baptiste#118939734m",,,,,,,Amsterdam#getty7006952,,"Schelte, Henri",1699,12°,"kl. Repertorium neben links neben Schrank 1.",Musiktheater,Tragödie;Libretto,book,fre,GVK,592913937,,,,,,,,,,1,,https://archive.org/details/bub_gb_3XfiUfh0qhwC/page/n13,
gandersheim40,26,,10,0,"Les Psaumes de David.","Les pseaumes de David, mis en vers françois",,"Marot, Clement#118731122m","Bèze, Theodore de#118662864m",,,,,,,London#getty7011781,,"Pearson, William",1722,8°,"kl. Repertorium neben links neben Schrank 1.",Theologie,Bibel;Psalmennachdichtung;Lyrik,book,fre,BVB,BV041510782,,,,,,,,,,1,"Vermutete Ausgabe. Dem Bestand in der Landesbibliothek Coburg entsprechend verifiziert",http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1750700400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library,
gandersheim41,26,,11,0,"Le Romant Comique de Mr. Scarron.","Le Romant Comique De Monsieur Scarron; 1 t. en 2 vol.",,"Scarron, Paul#118605984m",,,,,,,,Amsterdam#getty7006952,,"Mortier, Pieter",1695,12°,"kl. Repertorium neben links neben Schrank 1.",,Roman;Belletristik,book,fre,GVK,332909719,,,,,,,,,,1,Vermutet,https://books.google.de/books?id=J1rbUxcUYUkC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,
gandersheim42,26,,1,0,"Le Maitre Italien de Mr. Veneroni","Le Maitre Italien, Ou La Grammaire de Veneroni ; Augmentée de plusieurs Regles très necessaires, & corrigée selon l'Orthographe moderne & la plus pure de l'Academie della Crusca; Avec Un Dictionaire Pour Les Deux Langues",,"Veneroni, Giovanni#124754686m",,,,,,,,Basel#getty7007269,,"Thurneysen, Johann Rudolf",1752,,"kl. Repertorium neben links neben Schrank 1.",Linguistik,Grammatik;Sprachführer,book,fre,VD18,11287543-003,"Landesbibliothek Coburg","R I 8/13",,,,,,,,1,"Dem Bestand in der Landesbibliothek Coburg entsprechend verifiziert",http://nbn-resolving.de/urn:nbn:de:gbv:3:1-722337,
gandersheim43,26,,2,0,"Il Sindicato di Alexandro VII. con il suo Viaggio nell'altro mondo.","Il Sindicato di Alexandro VII., con il suo viaggio nell'altro mondo",,"Leti, Gregorio#11900240Xm",,,,,,,,"s. l.",,[Elzevir],1668,,"kl. Repertorium neben links neben Schrank 1.",Theologie;Kirchengeschichte;Papstgeschichte,,book,ita,GVK,15184495X,,,,,,,,,,1,,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11098251-9,
gandersheim44,26,,3,0,"Das Olympische Jahres-Fest in einer Opera zu Wien.","Das olymp. Jahresfest, ein Singspiel vorgetellet auf der priviligirten Schaubühne nächst der Kaiserl. Burg im Jahr 1764",,"Gassmann, Florian Leopold#118869442m","Metastasio, Pietro#118733141m",,,"Gassmann, Florian Leopold#118869442m","Metastasio, Pietro#118733141m",,,Wien#getty7003321,,"Ghelen, Johann Anton von",1764,8°,"kl. Repertorium neben links neben Schrank 1.",Musiktheater,Oper;Libretto,book,ger,VD18,15287149,,,,,,,,,,1,"Opernaufführung aus Anlass der Feier der Krönung Josephs II. zum römisch-deutschen König in Wien am 24. April 1764. Das Libretto in der Stiftsbibliothek dürfte von der Teilnahme der Fürstäbtissin Elisabeth Ernestine Antonie von Sachsen-Meiningen stammen",http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00054034-6,
