sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
antoinette13,3,,14.,2V0,"Mosheims, J. L, Sitten-Lehre. Helmstädt .. 1738. Corduan. 1. u. 2, Teil in 2.
      Bänden","Johann Lorenz Mosheims Sitten-Lehre Der Heiligen Schrifft",,"Mosheim, Johann Lorenz von#118737147m","Miller, Johann Peter#134594533m",,,"Weygand, Johann Friedrich#142221511m","Weygand, Johann Friedrich#142221511m",,,Helmstedt#getty7005247,,,1737-1738,4°,"I. Repositorium. in Quart",Theologie,Erbauungsliteratur,Druck,ger,VD18,10738940,,,,,,,,,,1,"Erster Teil als Digitalisat unter:
      http://diglib.hab.de/drucke/tg-105-1b/start.htm.",,"M: Tg 106:1;M: Tg 105:2"
antoinette14,3,,15.,0,"Cramers, Joh. Andr., Erklärung des Briefes Pauli an die Ebräer. Copenhagen 1757. 1ter
      Teil. In Franz-Band","Erklärung des Briefes Pauli an die Ebräer ... / Von Johann Andreas Cramer Königl.
      Dänischen Hofprediger",,"Cramer, Johann Andreas#118973258m",,,,"Stopffel, Gottfried August",,,,Kopenhagen#getty7003474,Leipzig#getty7139158,,1757,4°,"I. Repositorium. in Quart",Theologie,"Kommentar: theol.",Druck,ger,VD18,11145943,,,,,,,,,,1,"Im Katalog ist nur der erste Teil als Besitz der Fürstin nachgewiesen.",,"M: Td 4° 4"
antoinette15,3,,16.,0,"Schuberts, Joh. Ernsts, Vernünftige und Schriftmässige Gedanken von dem Gnadenruf p.
      Jena ... 1755. Franzband","Johan Ernst Schuberts Abts des Klosters Michaelstein, Doktors und Professors der
      Theologie, und Direktors des theologischen Seminarii auf der Julius-Carls-Universität zu
      Helmstedt Vernünftige und Schriftmässige Gedanken von dem Gnadenruf",,"Schubert, Johann Ernst#117108898m",,,,,,,,Jena#getty7005973,,,1755,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,ger,GBV,15100921X,185522335,,,,,,,,,1,,,"M: Te 1175 1"
antoinette16,3,,17.,0,"Breithaubts, Christ., Zufällige Gedanken über die Methode wie ein Atheist von der
      Existenz Gottes und der Wahrheit der heil. Schrift zu überzeugen sei. Helmstaedt .. 1732. in
      Franzband","Zufällige Gedancken über die Methode, wie Ein Atheist von der Existentz Gottes, und
      der Warheit der heiligen Schrifft zu überzeugen: kürtzlich entworffen, und allen Liebhabern
      der wahren Weißheit zu Weitern Nachdencken überlassen / Von Christian Breithaupt, Log. Metaph.
      & Theol. natur. P.P.O",,"Breithaupt, Christian#121245675m",,,,"Schnorr, Paul Dietrich#137233353m","Schnorr, Paul Dietrich#137233353m",,,Helmstedt#getty7005247,,,1732,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,ger,VD18,11684607,,,,,,,,,,1,"In 4° laut GBV nicht in der HAB aber in Helmstedt, ehem. UB Helmstedt II J 755
      (Exemplar der HAB 8°: M: Lm Sammelbd. 35 (3)).",,"M: Lm Sammelbd. 35 3;M: Te 168"
antoinette17,4,,18.,0,"Arnds, Joh, wahres Christentum und Paradies-Gärtlein. Hamburg ... 1733. in
      Franzband","Vier Bücher vom wahren Christentuhm handelnde : von heilsamer Busse, hertzlicher Reue
      und Leid über die Sünde, vom wahren Glauben, auch heiligem Leben und Wandel der rechten wahren
      Christen ...; welchen noch beygefüget ein zweyfacher Anhang von des sel. Autoris übrigen
      hieher gehörigen Schriften, denen bishers der Name des 5. und 6. Buchs vom wahren Christentuhm
      gegeben worden ... / Johann Arndt",,"Arndt, Johann#133416038m",,,,,,,,Hamburg#getty7005289,,,1733,4°,"I. Repositorium. in Quart",Theologie,Emblembuch,Druck,ger,GBV,150748779,,,,,,,,,,1,,,"M: Th 74"
antoinette18,4,,19.,0,"Krügers, Martin, Evangelischer Tugend-Orden. Leipzig ... 1711. Franzband","Evangelischer Tugend-Orden, Oder sonderbare Evangelische Tugend-Betrachtungen über die
      Kern- und Tugend-Sprüche Aller Sonn- und Fest-Täglichen Evangelien ... / Vormahls der
      Volck-reichen Evangelischen Gemeine in der Kirchen St. Magni in Braunschweig ... vorgetragen,
      nunmehro ... mitgetheilet Von M. Martino Krügern, Pastore Seniore an St. Magni in
      Braunschweig",,"Krüger, Martin#1023720388m",,,,"Gleditsch, Johann Ludwig#104272724m","Gleditsch, Johann Ludwig#104272724m","Weidmann, Moritz Georg#137473788m",,Leipzig#getty7139158,,,1711,4°,"I. Repositorium. in Quart",Theologie,Predigtsammlung,Druck,ger,VD18,10283978,,,,,,,,,,1,,,"M: Th 1511"
antoinette19,4,,20.,0,"Saurins, Jac., Discourse über die ganze Bibel. Ister Teil. Leipzig ... 1722","Des Herrn Jacob Saurin Evangelischen Predigers in Haag, Discurse Uber die Gantze Bibel
      Jn welchen Uber die merckwürdigsten Begebenheiten Des Alten und Neuen Testaments Historische,
      Critische, Theologische und Moralische Untersuchungen angestellet werden",,"Saurin, Jacques#122057597m",,,,"König, Johann Christoph#133990273m","König, Johann Christoph#133990273m",,,Leipzig#getty7139158,Goslar#getty7005630,,1722,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,ger,GBV,184776392,,,,,,,,,,1,"Im Katalog ist nur der erste Teil als Besitz der Fürstin nachgewiesen. Das ehem.
      Exemplar der HAB ist Teil des Bestands der Sammlung Alvensleben und wurde 2012 auf Schloss
      Hundisburg bei Magdeburg überführt ( S: Alv.: Ad 562).",,
antoinette20,4,,21.,0,"Sinceri, Theoph, Demonstratio Evangelica. Mspt. 209.2.Extr.43 1728","Demonstratio Evangelica",,"Korthold, Christian#116341793m",,,,,,,,,,,1728,4°,"I. Repositorium. in Quart",Theologie,Handschrift,Handschrift,lat,,,"Herzog August Bibliothek Wolfenbüttel","Cod. Guelf. 209.2 Extrav.",,,,,,,,1,"Aus der Bibliothek Hzg. Ferdinand Albrecht II. von Braunschweig. Alte Signatur R. 3. W.
      205. Vgl. Die neueren Handschriften der Gruppe Extravagantes. Teil 2. Beschrieben von
      Wolf-Dieter Otte. Frankfurt a. M. 1987. S. 192.",,
antoinette21,4,,22.,3V0,"Speners, Ph. Jac., Theologische Bedenken. Halle ... 1711. u. 12 I. II. III. u. IV.
      Teil. in 3 Bänden F. B","Herrn D. Philipp Jacob Speners, Weyland Königl. Preuß. Consistorial-Raths und Probsts
      in Berlin, Letzte Theologische Bedencken, und andere Brieffliche Antworten : welche von dem
      seel. Autore, erst nach seinem Tode zu ediren, anbefohlen ... sind / Nebst einer Vorrede Hn.
      Baron Carl Hildebrand von Canstein",,"Spener, Philipp Jakob#118616099m",,,,,,,,Halle#getty1036898,,,1711-1712,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,ger,,,,,,,,,,,,1,"Im GVK nur ein Nachweis des ersten Teils (PPN 452144698).",,"M: Ta 118"
antoinette22,4,,23.,0,"Budei, Joh. Fried., Einleitung in die Moral-Theologie. Leipzig ... 1719. in Franz
      Band","Johann Francisci Buddei, Der heiligen Schrifft Doctoris und P. P. zu Jena, Einleitung
      in die Moral-Theologie: Nebst den Anmerckungen des Herrn Verfassers ins Deutsche
      übersetzet",,"Buddeus, Johann Franz#11851685Xm",,,,,,,,Leipzig#getty7139158,,,1719,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,ger,GBV,147516129,,,,,,,,,,1,,,"M: Tg 34"
antoinette23,4,,24.,2V0,"Abbadie, Jac, Tractat von der Wahrheit und Gewißheit der Christlichen Religion
      Frankfurth. 1713. I. u. II. Teil in 2 Bänden. Fr. Band","Die Triumphirende Christliche Religion Das ist Hochnöthiger Nützlicher und Erbaulicher
      Tractat Von der Warheit Und Gewißheit der Christlichen Religion : Worinnen Nicht nur die
      Existentz Gottes ... durch vernünfftige Gründe ... gantz deutlich und klar dargethan ... wird
      : Aus dem unvergleichlichen Frantzösischen Scripto Des Jacobi Abbadie, Theol. Doct. Und
      Predigers zu Dublin in Irrland, mit besonderm Fleiß übersetzet/ Und durch unten beygefügte/
      aus denen neusten Autoren so diese Materie behandelt, als Mornæo, Grotio, Pascal, Huetio,
      Clerico, Limborch, Allix Hale, Pictete, Cudwort, Jaquelot, Bentleii, Salomon von Tyll und
      anderen guten Theils gezogene Anmerckungen an denen nöthigen Orten erläutert",,"Abbadie, Jacques#100002307m","Bilderbeck, Christoph Lorenz#104053569m","Mornay, Philipp de#118584200m","Grotius, Hugo#118542702m","Hoffmann, Christoph Julius#143094076m","Hoffmann, Christoph Julius#143094076m",,,Frankfurt#getty7005293,Leipzig#getty7139158,,1713,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,ger,GBV,146988213,,,,,,,,,,1,"Im Katalog sind nur die Teile 1 und 2 als Besitz der Fürstin nachgewiesen.",,"M: Te 1"
antoinette24,4,,25.,0,"Fabricii, Joh. Amoenitates Theologiae. Helmstaedt .. 1699","Johannis Fabricii D. & Prof. in Acad. Iulia ordinarii : Amoenitates Theologicae
      varii & selecti argumenti : Opus tam sacra, quam alia studia tractantibus, nec non peregre
      abeuntibus haud inutile",,"Fabricius, Johann#100793037m",,,,,,,,Helmstedt#getty7005247,,,1699,4°,"I. Repositorium. in Quart",Theologie,Dissertationensammlung,Druck,lat,VD17,00180104X,,,,,,,,,,1,,,"M: Ta 40;H: G 197a.4° Helmst. 1;H: 353 Helmst. Dr. 1;Xd 8° 1347;H: G 197a.4° Helmst. (1);H: 353 Helmst. Dr. (1);Xd 8° 1347"
antoinette25,5,,26.,0,"Meyer, Christ. Vera Immanuelis Generatio. Amsterdam .. 1729. in Franzband","Hoc est vera Immanuelis generatio, ex virgine viro desponsatâ, secundum prophetiam
      Jesaiae cap. VII. v. 14. ... / Fridericus Christan Meyer",,"Meyer, Christiaan#142969761m",,,,,,,,Amsterdam#getty7006952,,,1729,4°,"I. Repositorium. in Quart",Theologie,"Abhandlung: theol.",Druck,heb;lat,,,,,,,,,,,,1,,,"M: Gv 856;M: Gv 857"
antoinette26,5,,27.,0,"Keydel, Joh. Casp., Der leidende und siegende Jesus. Blankenburg 1736","Der leidende und siegende Jesus : Über das LIII. Cap. des Propheten Jesaiä, in Neun
      gründlichen Betrachtugen ; Nebst einer Betrachtung über Philipp. III, 10. ... / Von Johann
      Caspar Keydel",,"Keydel, Johann Caspar#121613771m",,,,,,,,Blankenburg#getty7012401,,,1736,4°,"I. Repositorium. in Quart",Theologie,"Kommentar: theol.",Druck,ger,GBV,150640277,,,,,,,,,,1,,,"M: Th 1430"
antoinette27,5,,28.,0,"Goodwins, Thomae, Geistreiche Schriften. Halle ... 1730. in schw. Corduan","Thomae Goodwins, Der H. Schrift Doctoris und Pæsidenten des Magdalenen-Collegii zu
      Oxfurt in England, Geistreiche Schriften / Jn die Hochteutsche Sprache übersetzet von
      Balthasar Köpken ... Nebst einer Vorrede Herrn D. Philipp Jacob Speners",,"Goodwin, Thomas#100490301m",,,,"Köpke, Balthasar#128425555m","Köpke, Balthasar#128425555m","Spener, Philipp Jacob#118616099m",,Halle#getty1036898,,,1730,4°,"I. Repositorium. in Quart",Theologie,Erbauungsliteratur,Druck,ger,VD18,10761977,,,,,,,,,,1,,,"M: Th 1036"
antoinette28,5,,29.,0,"Treuer, Gottlieb, Des Herren Jesu Kirchen-Reformation. Wolfenb. 1717. in
      Franzband","Des Herrn Jesu Kirchen-Reformation, Welche Er nach seiner seligmachenden Gnade zum
      Preiß seines herrlichen Nahmens Anno M D XVII. d. 31. Octobr. durch seinen theuren Knecht und
      heiliges Rüstzeug Martinum Lutherum in seiner Göttlichen Krafft angefangen und vollzogen, Ward
      auf Gnädigsten Befehl Des Durchlauchtigsten ... August Wilhelm, Regierenden Hertzog zu
      Braunschw. u. Lüneburg, ..., Am 31. Octobr. Anno M DCC XVII. als dem andern allgemeinen
      Jubel-Feste, Der Evangelisch-Lutherischen Kirchen aus dem ordentlichen Sonntags-Texte bey
      Volck-reicher Versammlung der Wolffenbüttelischen Gemeine B. Mar. Virgin. ... öffentlich
      vorgetragen / durch Gottlieb Treuern",,"Treuer, Gottlieb#11950300Xm",,,,"August Wilhelm <Braunschweig-Lüneburg, Herzog, 1662-1731>#119502992m","August Wilhelm <Braunschweig-Lüneburg, Herzog, 1662-1731>#119502992m",,,Wolfenbüttel#getty7005253,,,1717,4°,"I. Repositorium. in Quart",Theologie,Predigt,Druck,ger,GBV,236592378,,,,,,,,,,1,,,"M: QuN 179 1;M: Gn 12444;M: Ts 81 (2);M: Gn 4° 1748"
